customer_id,total_transactions,total_spent,avg_transaction,first_purchase,last_purchase
CS5015,22,1423.0,64.68,2011-07-07,2014-10-02
CS4944,27,2062.0,76.37,2011-05-26,2015-02-18
CS4329,30,2301.0,76.7,2011-07-18,2015-01-16
CS1894,21,1456.0,69.33,2011-05-20,2015-03-03
CS3893,18,1289.0,71.61,2011-07-10,2015-02-19
CS2862,24,1734.0,72.25,2011-07-25,2015-02-21
CS2163,14,924.0,66.0,2012-01-05,2014-09-04
CS4598,20,1118.0,55.9,2011-08-03,2014-12-05
CS4660,33,2527.0,76.58,2011-06-10,2015-03-06
CS5257,24,1667.0,69.46,2011-07-13,2014-10-25
CS4661,26,1769.0,68.04,2011-06-12,2015-03-16
CS1829,19,1454.0,76.53,2011-08-13,2015-02-26
CS4182,23,1489.0,64.74,2011-10-10,2014-09-19
CS1912,23,1510.0,65.65,2011-06-17,2015-03-14
CS2489,19,1228.0,64.63,2011-10-19,2014-09-11
CS2188,19,1128.0,59.37,2011-07-16,2015-03-15
CS3014,23,1641.0,71.35,2011-12-02,2014-12-26
CS3283,20,1338.0,66.9,2011-06-29,2015-01-06
CS2300,23,1648.0,71.65,2011-10-14,2014-12-23
CS1817,18,1315.0,73.06,2011-06-18,2015-02-26
CS5334,21,1486.0,70.76,2011-06-03,2015-03-13
CS3377,23,1892.0,82.26,2011-05-23,2015-01-15
CS1246,20,1431.0,71.55,2011-06-23,2014-05-25
CS3285,21,1619.0,77.1,2011-06-12,2014-08-22
CS3133,14,892.0,63.71,2011-09-13,2014-08-20
CS5524,18,1414.0,78.56,2011-07-13,2015-03-16
CS2453,19,1374.0,72.32,2011-06-20,2014-11-22
CS5867,27,1983.0,73.44,2011-05-25,2015-02-01
CS3324,27,1905.0,70.56,2011-08-18,2015-02-24
CS2668,19,1427.0,75.11,2011-09-20,2014-12-28
CS2536,25,1886.0,75.44,2011-05-25,2015-02-20
CS3739,25,1657.0,66.28,2011-06-16,2015-02-20
CS1260,26,1941.0,74.65,2011-06-29,2014-10-21
CS5254,24,1432.0,59.67,2011-06-19,2015-01-09
CS3000,20,1379.0,68.95,2011-09-04,2015-03-08
CS5401,20,1479.0,73.95,2011-06-08,2014-11-30
CS5183,17,1173.0,69.0,2011-07-07,2015-03-12
CS2949,24,1581.0,65.88,2011-07-06,2014-12-05
CS6108,21,1348.0,64.19,2011-07-21,2014-11-07
CS4974,19,1273.0,67.0,2011-05-25,2014-09-27
CS1982,32,2354.0,73.56,2011-08-04,2015-02-20
CS3703,19,1340.0,70.53,2011-09-29,2014-11-27
CS4829,27,1870.0,69.26,2011-07-29,2015-01-11
CS5362,13,976.0,75.08,2011-05-28,2014-12-04
CS5193,24,1586.0,66.08,2011-12-01,2015-02-28
CS4191,16,1203.0,75.19,2011-05-18,2015-02-15
CS3897,30,2141.0,71.37,2011-08-02,2015-01-11
CS3381,14,982.0,70.14,2011-05-28,2014-10-07
CS3628,21,1296.0,61.71,2011-07-01,2015-01-30
CS1762,14,1027.0,73.36,2011-06-19,2014-12-14
CS3936,21,1470.0,70.0,2011-06-13,2014-12-08
CS4069,17,1127.0,66.29,2011-06-03,2014-09-14
CS1178,22,1535.0,69.77,2011-08-08,2015-02-13
CS2681,21,1305.0,62.14,2011-05-30,2015-02-04
CS1288,17,1125.0,66.18,2011-06-13,2014-07-08
CS4586,20,1505.0,75.25,2011-06-26,2015-03-16
CS5366,20,1429.0,71.45,2011-06-18,2015-03-11
CS3898,22,1498.0,68.09,2011-07-12,2014-11-20
CS1261,26,1943.0,74.73,2011-06-14,2014-12-19
CS5713,20,1444.0,72.2,2011-06-13,2014-08-25
CS1122,16,1156.0,72.25,2011-07-19,2015-02-02
CS2308,22,1542.0,70.09,2011-05-22,2014-12-30
CS1231,23,1750.0,76.09,2011-06-26,2014-10-13
CS1561,15,1082.0,72.13,2011-09-29,2015-03-15
CS1179,29,2091.0,72.1,2011-06-04,2015-01-29
CS1795,17,1331.0,78.29,2011-05-16,2014-11-06
CS5216,11,671.0,61.0,2011-05-19,2014-12-11
CS4252,27,1931.0,71.52,2011-06-10,2015-01-30
CS4392,26,1786.0,68.69,2011-07-09,2015-03-09
CS2954,17,1404.0,82.59,2011-07-30,2015-01-27
CS2378,25,1680.0,67.2,2011-06-19,2015-02-10
CS2669,30,1953.0,65.1,2011-06-29,2015-01-18
CS5986,22,1503.0,68.32,2011-07-12,2015-02-03
CS3348,28,2024.0,72.29,2011-10-13,2015-02-23
CS2118,16,1079.0,67.44,2011-11-09,2014-08-03
CS4095,23,1604.0,69.74,2011-06-02,2015-02-04
CS4382,21,1502.0,71.52,2011-05-16,2015-03-02
CS5278,28,1819.0,64.96,2011-08-07,2015-01-28
CS4966,23,1504.0,65.39,2011-06-22,2014-10-26
CS4582,21,1516.0,72.19,2011-08-04,2015-03-05
CS2953,17,1093.0,64.29,2011-07-04,2015-01-22
CS3102,14,1031.0,73.64,2011-05-24,2014-11-21
CS4657,17,1257.0,73.94,2011-06-24,2015-03-16
CS1541,30,2273.0,75.77,2011-11-28,2014-10-26
CS3098,21,1359.0,64.71,2011-06-01,2014-08-24
CS4317,19,1284.0,67.58,2011-08-10,2015-01-26
CS6083,22,1359.0,61.77,2011-07-27,2015-02-23
CS1486,19,1377.0,72.47,2011-05-19,2015-01-27
CS1719,17,1166.0,68.59,2011-08-25,2015-02-09
CS2383,20,1227.0,61.35,2011-07-31,2015-02-12
CS1351,21,1505.0,71.67,2011-07-12,2014-11-14
CS2429,25,1816.0,72.64,2011-07-13,2014-10-31
CS5380,17,1212.0,71.29,2011-06-21,2015-02-17
CS4835,15,955.0,63.67,2011-07-09,2015-02-12
CS5850,19,1410.0,74.21,2011-07-11,2014-10-02
CS3980,14,995.0,71.07,2011-06-19,2015-02-07
CS5669,20,1493.0,74.65,2011-09-26,2014-09-06
CS3187,21,1487.0,70.81,2011-07-08,2015-01-30
CS4957,23,1634.0,71.04,2011-07-30,2015-01-19
CS1598,20,1289.0,64.45,2011-05-31,2015-02-05
CS5969,24,1825.0,76.04,2011-12-04,2015-03-06
CS2732,18,1362.0,75.67,2011-06-02,2015-02-11
CS5220,20,1473.0,73.65,2011-06-21,2014-10-05
CS2154,18,1279.0,71.06,2011-06-14,2014-09-08
CS5747,20,1188.0,59.4,2011-06-09,2015-02-04
CS5898,23,1541.0,67.0,2011-07-24,2015-03-05
CS3707,18,1226.0,68.11,2012-01-30,2015-03-06
CS4588,22,1508.0,68.55,2011-08-07,2015-01-01
CS5556,20,1302.0,65.1,2011-05-19,2015-03-13
CS3164,29,1916.0,66.07,2011-06-21,2014-11-27
CS2839,19,1295.0,68.16,2011-08-26,2014-12-16
CS4571,21,1416.0,67.43,2011-06-02,2015-01-08
CS4983,18,1406.0,78.11,2012-05-15,2015-03-08
CS2571,21,1590.0,75.71,2011-08-03,2015-02-04
CS4784,23,1578.0,68.61,2011-05-30,2014-09-19
CS2220,27,1970.0,72.96,2011-08-24,2015-02-13
CS3547,21,1531.0,72.9,2011-10-19,2015-02-20
CS4923,18,1064.0,59.11,2011-11-01,2014-08-05
CS4862,26,1853.0,71.27,2011-05-25,2014-10-17
CS3444,20,1453.0,72.65,2011-10-17,2015-01-13
CS3820,20,1314.0,65.7,2011-07-26,2014-12-29
CS5437,18,1167.0,64.83,2011-10-08,2014-12-24
CS4583,28,1988.0,71.0,2011-06-20,2014-12-20
CS4386,19,1241.0,65.32,2011-07-16,2015-02-07
CS5056,17,1337.0,78.65,2011-06-18,2014-11-14
CS2085,25,1668.0,66.72,2011-05-31,2014-09-24
CS5256,20,1431.0,71.55,2011-05-19,2015-02-12
CS1780,19,1265.0,66.58,2011-06-16,2015-03-07
CS5605,18,1319.0,73.28,2011-06-13,2015-03-06
CS3024,24,1738.0,72.42,2011-07-07,2014-11-06
CS5984,20,1523.0,76.15,2011-05-31,2015-03-15
CS2156,15,941.0,62.73,2011-06-06,2015-03-10
CS1838,21,1409.0,67.1,2011-06-01,2015-03-06
CS2961,30,2183.0,72.77,2011-06-03,2015-01-22
CS3217,19,1506.0,79.26,2011-10-15,2015-03-11
CS3260,21,1654.0,78.76,2011-06-30,2015-02-06
CS4112,11,814.0,74.0,2012-02-12,2014-02-03
CS1644,22,1542.0,70.09,2011-05-24,2014-12-31
CS2117,30,2020.0,67.33,2011-05-17,2015-02-19
CS6103,25,1730.0,69.2,2011-05-19,2014-12-20
CS4007,21,1464.0,69.71,2011-08-23,2015-02-05
CS1943,20,1459.0,72.95,2011-09-09,2015-03-10
CS2628,29,2135.0,73.62,2011-07-10,2015-02-12
CS1157,21,1427.0,67.95,2011-12-30,2015-02-25
CS4739,25,1818.0,72.72,2011-09-04,2015-01-13
CS5741,24,1787.0,74.46,2011-06-15,2015-03-10
CS4625,28,1925.0,68.75,2011-05-29,2014-10-04
CS2975,22,1387.0,63.05,2011-05-17,2015-01-21
CS6048,13,824.0,63.38,2011-06-03,2014-03-19
CS3448,21,1640.0,78.1,2011-05-16,2015-02-03
CS5011,20,1480.0,74.0,2011-06-18,2014-12-27
CS5285,19,1218.0,64.11,2011-12-09,2015-03-15
CS3256,20,1384.0,69.2,2012-02-07,2014-10-05
CS4812,15,1063.0,70.87,2011-06-04,2015-02-08
CS4953,21,1381.0,65.76,2011-07-17,2014-09-21
CS2895,21,1304.0,62.1,2011-08-13,2015-02-26
CS3012,24,1688.0,70.33,2011-07-10,2015-02-03
CS2996,25,1719.0,68.76,2011-09-09,2014-12-09
CS4549,18,1293.0,71.83,2011-09-21,2015-01-16
CS1461,23,1567.0,68.13,2011-05-19,2015-02-17
CS2095,27,1931.0,71.52,2011-05-16,2015-03-03
CS1208,15,1000.0,66.67,2011-06-23,2015-02-09
CS4854,18,1167.0,64.83,2011-06-05,2015-03-13
CS3975,32,2327.0,72.72,2011-07-05,2015-02-04
CS4419,16,1177.0,73.56,2011-06-01,2013-12-21
CS4417,26,1916.0,73.69,2011-08-12,2015-02-11
CS5360,15,1083.0,72.2,2011-08-18,2015-03-06
CS3883,21,1546.0,73.62,2011-08-15,2014-12-27
CS5428,26,1847.0,71.04,2011-05-23,2015-03-11
CS2494,21,1678.0,79.9,2011-07-02,2015-03-15
CS4403,18,1285.0,71.39,2011-06-03,2015-03-16
CS4532,15,1209.0,80.6,2011-07-19,2015-01-21
CS2030,25,1674.0,66.96,2011-06-01,2015-02-20
CS2818,29,2018.0,69.59,2011-08-15,2015-03-06
CS5863,11,804.0,73.09,2012-01-30,2015-03-13
CS4484,21,1575.0,75.0,2011-06-12,2014-12-19
CS3517,24,1654.0,68.92,2011-05-21,2015-03-15
CS4516,23,1767.0,76.83,2011-06-26,2015-03-07
CS1506,18,1307.0,72.61,2011-07-08,2014-12-30
CS2852,16,1151.0,71.94,2011-05-30,2014-10-14
CS1290,20,1625.0,81.25,2011-07-21,2014-12-10
CS4071,22,1549.0,70.41,2011-10-28,2015-01-16
CS3608,17,1159.0,68.18,2011-06-14,2014-11-19
CS4192,21,1330.0,63.33,2011-05-19,2014-12-21
CS2130,26,1853.0,71.27,2011-07-16,2015-01-26
CS3647,19,1223.0,64.37,2011-05-22,2015-03-03
CS4932,26,1840.0,70.77,2011-06-22,2014-10-10
CS2758,15,957.0,63.8,2012-05-13,2015-03-01
CS2800,16,1063.0,66.44,2011-09-30,2015-01-04
CS4720,20,1187.0,59.35,2011-05-25,2014-07-31
CS5965,29,1980.0,68.28,2011-07-17,2015-02-22
CS5471,14,908.0,64.86,2011-06-01,2014-09-28
CS4416,22,1464.0,66.55,2011-06-16,2015-02-06
CS5361,22,1522.0,69.18,2011-06-02,2014-09-10
CS4855,24,1660.0,69.17,2011-08-05,2015-03-12
CS1364,27,1864.0,69.04,2011-06-14,2015-01-09
CS1620,16,1320.0,82.5,2012-04-04,2014-05-20
CS3081,21,1472.0,70.1,2011-05-28,2014-12-15
CS1519,15,962.0,64.13,2011-09-08,2015-03-05
CS3690,19,1362.0,71.68,2011-05-16,2015-02-25
CS2483,15,1136.0,75.73,2011-10-24,2014-11-30
CS5163,28,2037.0,72.75,2011-09-23,2015-03-08
CS3592,27,1804.0,66.81,2011-07-23,2015-03-05
CS1878,23,1775.0,77.17,2011-06-18,2014-11-12
CS3699,24,1692.0,70.5,2011-06-10,2015-02-18
CS3270,33,2349.0,71.18,2011-08-20,2015-03-13
CS1567,19,1465.0,77.11,2011-05-22,2015-02-23
CS2846,19,1283.0,67.53,2011-09-08,2015-03-09
CS2529,19,1564.0,82.32,2011-07-04,2015-02-09
CS4195,24,1583.0,65.96,2011-05-31,2015-03-04
CS3631,22,1481.0,67.32,2011-05-16,2015-02-12
CS1176,18,1401.0,77.83,2011-06-03,2015-02-15
CS2829,24,1794.0,74.75,2011-06-24,2015-01-24
CS5067,27,1857.0,68.78,2011-06-10,2015-03-02
CS5610,19,1386.0,72.95,2011-05-21,2014-12-26
CS1926,22,1511.0,68.68,2011-09-24,2014-11-19
CS3224,26,1751.0,67.35,2011-08-30,2015-01-31
CS1704,22,1484.0,67.45,2011-07-02,2015-02-26
CS3227,21,1545.0,73.57,2011-06-19,2014-11-30
CS4303,31,2181.0,70.35,2011-07-19,2014-12-24
CS5347,25,1652.0,66.08,2011-05-19,2015-02-22
CS3406,23,1506.0,65.48,2011-05-18,2015-01-10
CS4537,17,1175.0,69.12,2011-09-17,2014-12-27
CS1767,26,1674.0,64.38,2011-06-05,2015-02-12
CS1216,24,1798.0,74.92,2011-05-28,2014-10-28
CS4903,26,1584.0,60.92,2011-07-01,2015-03-14
CS2568,28,1901.0,67.89,2011-05-20,2015-03-11
CS4640,29,2138.0,73.72,2011-09-26,2015-02-26
CS2574,15,990.0,66.0,2011-11-27,2015-02-11
CS4423,12,761.0,63.42,2011-06-21,2015-01-30
CS2211,11,834.0,75.82,2011-05-20,2014-10-07
CS2057,17,1238.0,72.82,2011-12-01,2015-02-23
CS3304,24,1634.0,68.08,2011-05-21,2014-09-23
CS4401,13,889.0,68.38,2011-09-30,2015-03-07
CS3031,20,1407.0,70.35,2011-07-09,2015-02-19
CS1616,19,1434.0,75.47,2011-06-14,2015-03-06
CS4560,28,1972.0,70.43,2011-05-20,2015-01-13
CS3403,22,1536.0,69.82,2011-07-22,2015-03-10
CS5586,24,1687.0,70.29,2011-05-24,2015-01-30
CS2990,27,1765.0,65.37,2011-06-06,2014-12-12
CS2175,23,1611.0,70.04,2011-07-09,2014-12-06
CS1202,20,1331.0,66.55,2011-11-25,2015-01-21
CS4207,26,1740.0,66.92,2011-06-11,2015-01-27
CS4914,21,1471.0,70.05,2011-06-04,2014-11-03
CS3003,17,1213.0,71.35,2011-06-17,2015-02-18
CS4909,17,1290.0,75.88,2011-06-19,2015-01-07
CS2599,28,1974.0,70.5,2011-06-16,2015-02-14
CS1127,24,1676.0,69.83,2011-07-11,2015-02-05
CS2822,15,1131.0,75.4,2011-11-01,2015-01-29
CS4792,20,1368.0,68.4,2011-06-02,2015-02-19
CS1585,19,1167.0,61.42,2011-08-05,2014-12-13
CS1992,18,1408.0,78.22,2011-08-25,2015-02-13
CS1429,18,1261.0,70.06,2011-06-27,2014-11-04
CS5923,15,1085.0,72.33,2011-06-02,2014-12-18
CS5037,15,1149.0,76.6,2011-10-25,2015-03-12
CS3712,20,1497.0,74.85,2012-01-29,2015-02-24
CS3697,21,1521.0,72.43,2011-11-26,2015-03-05
CS5502,26,1832.0,70.46,2011-06-03,2015-02-07
CS2521,21,1401.0,66.71,2011-06-07,2015-01-31
CS1308,21,1487.0,70.81,2011-08-21,2015-02-26
CS1720,17,1104.0,64.94,2012-02-17,2015-03-16
CS5824,19,1356.0,71.37,2011-09-19,2015-02-04
CS3558,20,1449.0,72.45,2011-05-21,2015-03-04
CS5035,14,1037.0,74.07,2012-02-11,2015-01-12
CS5453,19,1304.0,68.63,2011-06-22,2014-12-25
CS4929,25,1624.0,64.96,2011-06-07,2015-02-01
CS3004,24,1939.0,80.79,2011-06-29,2015-03-15
CS4313,18,1285.0,71.39,2011-08-17,2014-11-14
CS5018,25,1628.0,65.12,2011-07-27,2014-12-31
CS4662,24,1788.0,74.5,2011-05-27,2014-12-19
CS3805,35,2453.0,70.09,2011-05-22,2014-12-11
CS4201,17,1299.0,76.41,2011-05-28,2015-03-01
CS1251,14,1035.0,73.93,2012-03-16,2015-03-14
CS5862,22,1459.0,66.32,2011-08-10,2015-03-07
CS1974,21,1447.0,68.9,2011-06-12,2014-09-19
CS2705,17,1268.0,74.59,2011-10-21,2014-12-10
CS5162,18,1314.0,73.0,2011-09-15,2014-09-22
CS3783,19,1505.0,79.21,2011-07-13,2015-02-20
CS4766,22,1605.0,72.95,2011-05-27,2015-03-15
CS4646,26,1772.0,68.15,2011-11-11,2014-11-09
CS2031,24,1737.0,72.38,2011-07-02,2015-02-07
CS1861,20,1376.0,68.8,2011-05-29,2015-03-08
CS3274,26,1824.0,70.15,2011-06-05,2015-01-28
CS1797,23,1393.0,60.57,2011-06-16,2015-01-25
CS5309,20,1161.0,58.05,2011-08-28,2014-12-11
CS2194,24,1803.0,75.13,2011-08-26,2015-02-09
CS5973,21,1435.0,68.33,2011-07-02,2014-12-09
CS1853,17,1212.0,71.29,2011-12-21,2015-01-11
CS2944,17,1239.0,72.88,2011-08-19,2014-08-04
CS1370,26,1864.0,71.69,2011-10-12,2014-10-26
CS4213,23,1458.0,63.39,2011-05-21,2015-01-02
CS3914,21,1465.0,69.76,2011-10-04,2015-01-25
CS3247,21,1597.0,76.05,2011-08-24,2014-10-17
CS5002,11,815.0,74.09,2011-06-29,2015-01-04
CS3112,20,1225.0,61.25,2011-05-26,2014-11-16
CS3600,17,1138.0,66.94,2011-08-29,2014-12-05
CS4642,22,1546.0,70.27,2011-06-30,2015-03-04
CS4891,19,1439.0,75.74,2011-07-07,2015-02-04
CS5523,23,1642.0,71.39,2011-07-15,2015-02-18
CS2604,22,1426.0,64.82,2011-08-22,2015-01-27
CS4277,22,1488.0,67.64,2011-09-29,2014-11-19
CS2723,21,1446.0,68.86,2011-06-25,2015-02-03
CS2620,35,2360.0,67.43,2011-05-18,2014-10-25
CS5560,20,1517.0,75.85,2011-05-28,2014-10-30
CS3520,24,1678.0,69.92,2011-07-10,2015-02-03
CS3153,18,1331.0,73.94,2011-06-07,2014-10-09
CS1706,23,1681.0,73.09,2011-10-15,2015-02-14
CS5968,24,1837.0,76.54,2012-03-06,2015-03-04
CS1391,25,1584.0,63.36,2011-05-17,2015-03-12
CS5159,28,2123.0,75.82,2011-06-11,2015-01-23
CS5070,21,1477.0,70.33,2011-10-30,2014-11-26
CS2805,18,1104.0,61.33,2011-05-27,2015-02-11
CS4844,26,1669.0,64.19,2011-09-23,2014-10-18
CS1362,23,1703.0,74.04,2011-09-21,2015-03-10
CS2180,23,1685.0,73.26,2011-05-23,2015-02-21
CS3384,21,1526.0,72.67,2011-05-31,2015-03-07
CS3808,26,2058.0,79.15,2011-07-05,2015-02-13
CS3963,23,1629.0,70.83,2011-07-11,2015-02-26
CS1619,21,1323.0,63.0,2011-07-16,2015-03-05
CS6106,19,1400.0,73.68,2011-06-25,2014-12-24
CS1575,26,1611.0,61.96,2011-08-30,2015-01-29
CS1852,14,1020.0,72.86,2011-09-06,2014-12-04
CS1431,18,1257.0,69.83,2011-07-11,2015-03-04
CS4871,26,2006.0,77.15,2011-08-06,2015-03-06
CS5276,26,1724.0,66.31,2011-06-03,2015-01-09
CS4304,19,1333.0,70.16,2011-06-04,2014-04-30
CS5412,19,1301.0,68.47,2011-08-20,2015-02-15
CS3310,22,1595.0,72.5,2011-05-21,2014-12-10
CS4032,20,1487.0,74.35,2011-06-10,2015-01-18
CS5561,19,1114.0,58.63,2011-07-23,2015-01-11
CS4543,24,1583.0,65.96,2011-06-22,2015-02-13
CS6051,13,982.0,75.54,2011-08-08,2015-02-11
CS1505,25,1703.0,68.12,2011-06-01,2015-01-23
CS2573,18,1218.0,67.67,2011-09-28,2014-09-01
CS2987,20,1508.0,75.4,2011-08-08,2014-12-18
CS4294,20,1264.0,63.2,2011-05-27,2015-01-08
CS2891,24,1823.0,75.96,2011-05-27,2015-01-19
CS2054,15,1074.0,71.6,2011-05-20,2015-01-30
CS3651,18,1285.0,71.39,2011-05-22,2014-09-19
CS3430,15,1006.0,67.07,2011-09-28,2015-01-12
CS2727,25,1698.0,67.92,2011-06-08,2015-02-06
CS5388,14,1156.0,82.57,2011-07-25,2015-01-16
CS3521,21,1506.0,71.71,2011-12-05,2014-11-30
CS1866,25,1890.0,75.6,2011-05-24,2014-11-23
CS5040,24,1731.0,72.13,2011-06-28,2015-03-15
CS5895,21,1575.0,75.0,2011-11-30,2015-01-09
CS1643,27,2087.0,77.3,2011-10-25,2015-02-22
CS4939,29,2088.0,72.0,2011-08-07,2014-11-29
CS1741,19,1264.0,66.53,2011-05-26,2014-10-20
CS3078,17,1021.0,60.06,2011-10-14,2015-03-10
CS1434,27,1758.0,65.11,2011-05-23,2015-03-05
CS2464,18,1243.0,69.06,2011-08-08,2015-01-17
CS1849,11,716.0,65.09,2011-05-16,2015-03-07
CS1896,12,874.0,72.83,2011-07-06,2014-09-26
CS2541,28,1968.0,70.29,2011-06-30,2014-10-11
CS5123,15,1047.0,69.8,2011-11-02,2014-02-10
CS3560,20,1473.0,73.65,2011-06-14,2015-03-14
CS4861,15,1132.0,75.47,2011-07-05,2014-12-26
CS5758,19,1318.0,69.37,2011-06-30,2014-06-22
CS4015,18,1372.0,76.22,2011-06-09,2014-12-28
CS1460,18,1185.0,65.83,2011-07-11,2015-02-03
CS5288,14,972.0,69.43,2011-07-06,2015-03-11
CS4797,21,1577.0,75.1,2011-05-24,2015-02-19
CS1880,18,1278.0,71.0,2011-05-19,2014-11-07
CS1661,32,2051.0,64.09,2011-06-16,2015-02-17
CS5128,27,1856.0,68.74,2011-07-27,2014-12-15
CS3292,21,1592.0,75.81,2011-06-21,2015-02-09
CS4825,19,1407.0,74.05,2011-08-24,2015-02-28
CS4916,21,1484.0,70.67,2011-06-20,2015-01-18
CS5548,13,947.0,72.85,2011-06-27,2015-01-05
CS5083,26,1974.0,75.92,2011-09-27,2015-01-10
CS1904,18,1275.0,70.83,2011-06-05,2014-11-14
CS1557,30,1992.0,66.4,2011-08-07,2015-02-03
CS3603,16,1050.0,65.63,2011-12-15,2015-01-24
CS2690,21,1560.0,74.29,2011-05-20,2015-02-16
CS3591,28,1757.0,62.75,2011-06-24,2015-01-05
CS5458,26,2075.0,79.81,2011-06-09,2015-03-11
CS5915,20,1409.0,70.45,2011-12-07,2015-01-23
CS4429,20,1356.0,67.8,2011-06-23,2015-02-16
CS4511,21,1535.0,73.1,2011-06-11,2014-09-07
CS1384,17,964.0,56.71,2011-09-28,2015-03-04
CS5889,15,993.0,66.2,2011-07-04,2015-03-11
CS3556,13,853.0,65.62,2011-07-17,2014-11-16
CS2273,25,1935.0,77.4,2011-06-06,2015-01-05
CS4369,19,1348.0,70.95,2011-08-18,2014-12-06
CS2103,17,1269.0,74.65,2011-06-12,2015-02-09
CS2766,27,1706.0,63.19,2011-07-04,2015-03-06
CS5255,18,1298.0,72.11,2011-05-27,2015-01-15
CS3536,21,1689.0,80.43,2011-09-21,2014-12-10
CS5698,21,1527.0,72.71,2011-07-05,2014-10-18
CS3753,20,1412.0,70.6,2011-05-24,2014-12-03
CS5130,25,1666.0,66.64,2011-06-01,2014-12-29
CS2407,25,1732.0,69.28,2011-08-24,2015-02-16
CS1675,28,2124.0,75.86,2011-07-17,2015-02-06
CS2641,19,1227.0,64.58,2011-08-24,2014-12-24
CS2679,29,1986.0,68.48,2011-10-20,2014-12-25
CS5700,28,1911.0,68.25,2011-06-03,2015-02-27
CS1920,28,1939.0,69.25,2011-05-25,2015-01-26
CS3254,21,1443.0,68.71,2011-06-25,2015-01-21
CS5805,23,1515.0,65.87,2011-09-17,2014-09-12
CS4767,14,1046.0,74.71,2011-10-08,2014-09-25
CS5470,20,1425.0,71.25,2011-12-24,2015-03-03
CS2465,20,1456.0,72.8,2011-12-15,2015-02-22
CS2849,21,1301.0,61.95,2011-07-03,2015-01-09
CS5436,18,1355.0,75.28,2011-05-16,2014-08-18
CS3583,17,1084.0,63.76,2011-05-19,2015-02-09
CS5340,26,1873.0,72.04,2011-07-17,2015-03-03
CS3402,18,1246.0,69.22,2011-09-05,2014-12-12
CS3220,20,1429.0,71.45,2011-08-02,2015-03-15
CS3369,25,1731.0,69.24,2011-06-21,2015-01-30
CS2202,26,1743.0,67.04,2011-06-01,2015-01-31
CS3033,14,981.0,70.07,2011-07-03,2014-11-09
CS5246,21,1403.0,66.81,2011-06-04,2015-03-04
CS5733,20,1567.0,78.35,2011-06-21,2015-01-30
CS5602,25,1697.0,67.88,2011-06-16,2015-01-06
CS3456,23,1679.0,73.0,2011-05-29,2015-01-08
CS1957,23,1698.0,73.83,2011-06-09,2015-01-07
CS6028,19,1265.0,66.58,2011-07-21,2014-07-16
CS3132,22,1719.0,78.14,2011-07-26,2015-03-12
CS2842,24,1733.0,72.21,2011-06-11,2015-02-25
CS2823,25,1731.0,69.24,2011-05-23,2015-02-26
CS1369,25,1746.0,69.84,2011-06-14,2015-01-29
CS5555,31,2439.0,78.68,2011-06-13,2015-03-07
CS4135,14,941.0,67.21,2011-06-05,2015-02-16
CS2997,21,1503.0,71.57,2011-06-08,2014-11-27
CS2351,23,1679.0,73.0,2011-06-19,2015-01-11
CS1435,25,1700.0,68.0,2011-05-26,2015-01-29
CS1990,18,1276.0,70.89,2011-10-07,2015-01-22
CS2162,18,1263.0,70.17,2011-07-03,2015-01-15
CS4538,22,1591.0,72.32,2011-07-24,2015-02-18
CS2079,23,1576.0,68.52,2011-11-17,2014-12-02
CS4930,20,1440.0,72.0,2011-06-28,2015-02-08
CS4834,14,1091.0,77.93,2011-05-24,2014-03-05
CS2926,14,986.0,70.43,2011-06-02,2015-02-19
CS1837,19,1469.0,77.32,2011-07-31,2015-02-02
CS3461,15,997.0,66.47,2011-12-16,2015-02-06
CS3968,23,1662.0,72.26,2011-05-26,2015-02-07
CS5658,19,1400.0,73.68,2011-06-07,2014-12-25
CS1935,21,1517.0,72.24,2011-05-21,2015-01-31
CS2466,16,1030.0,64.38,2011-11-19,2015-02-23
CS1733,20,1506.0,75.3,2011-10-09,2014-11-06
CS3043,17,1154.0,67.88,2011-07-02,2014-12-02
CS3605,16,998.0,62.38,2011-12-04,2015-01-13
CS5503,17,1176.0,69.18,2012-01-05,2014-12-19
CS2394,18,1378.0,76.56,2011-06-24,2015-01-20
CS3118,22,1436.0,65.27,2011-11-30,2015-03-02
CS1457,15,929.0,61.93,2011-06-24,2014-12-15
CS2624,27,1919.0,71.07,2011-07-16,2015-02-07
CS4517,28,2000.0,71.43,2011-07-23,2014-12-20
CS3663,17,1177.0,69.24,2011-11-12,2015-02-01
CS1756,18,1176.0,65.33,2011-05-17,2014-07-24
CS1304,15,874.0,58.27,2011-08-02,2014-12-27
CS5371,19,1257.0,66.16,2011-08-04,2014-11-14
CS1321,21,1668.0,79.43,2011-09-15,2015-03-16
CS3141,25,1772.0,70.88,2011-07-27,2015-01-29
CS1687,22,1656.0,75.27,2011-06-12,2015-02-20
CS5252,17,1178.0,69.29,2011-08-31,2014-10-30
CS5353,21,1229.0,58.52,2011-06-12,2015-02-24
CS3896,18,1320.0,73.33,2011-06-30,2015-02-18
CS2605,18,1182.0,65.67,2011-11-20,2014-12-19
CS5487,22,1511.0,68.68,2011-06-12,2015-02-15
CS3876,29,1993.0,68.72,2011-06-11,2015-01-27
CS1323,23,1595.0,69.35,2011-05-27,2014-11-11
CS1794,24,1764.0,73.5,2011-08-11,2015-03-16
CS4726,14,932.0,66.57,2012-03-15,2015-01-26
CS2035,19,1344.0,70.74,2011-05-17,2015-02-26
